번호,RMS ID,현장명,대수,전화번호,비고,,횟수,,시작시간,종료시간
569, 17-001937, 아산테크노벨리이지더원4단지아파트, , 012-2018-3141, OK - 다운로드 파일 존재, 17-001937_2005.001, , , 0627 034215, 0627 034215
570, 17-001937, 아산테크노벨리이지더원4단지아파트, , 012-2018-3141, OK - 다운로드 파일 존재, 17-001937_2005.001, , , 0627 034216, 0627 034216
571, 17-001937, 아산테크노벨리이지더원4단지아파트, , 012-2018-3141, OK - 다운로드 파일 존재, 17-001937_2005.001, , , 0627 034216, 0627 034216
572, 17-001937, 아산테크노벨리이지더원4단지아파트, , 012-2018-3141, OK - 다운로드 파일 존재, 17-001937_2005.001, , , 0627 034217, 0627 034217
573, 17-001937, 아산테크노벨리이지더원4단지아파트, , 012-2018-3141, OK - 다운로드 파일 존재, 17-001937_2005.001, , , 0627 034218, 0627 034218
574, 17-001937, 아산테크노벨리이지더원4단지아파트, , 012-2018-3141, OK - 다운로드 파일 존재, 17-001937_2005.001, , , 0627 034218, 0627 034218
577, 17-001939, 아산테크노벨리이지더원3단지아파트, , 012-2056-3155, OK - 다운로드 성공 - 대수 불일치 : 6, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001939_2005.001, 1, , 0627 034354, 0627 034920
578, 17-001939, 아산테크노벨리이지더원3단지아파트, , 012-2056-3155, OK - 다운로드 파일 존재, 17-001939_2005.001, , , 0627 034921, 0627 034921
579, 17-001939, 아산테크노벨리이지더원3단지아파트, , 012-2056-3155, OK - 다운로드 파일 존재, 17-001939_2005.001, , , 0627 034922, 0627 034922
580, 17-001939, 아산테크노벨리이지더원3단지아파트, , 012-2056-3155, OK - 다운로드 파일 존재, 17-001939_2005.001, , , 0627 034922, 0627 034922
581, 17-001939, 아산테크노벨리이지더원3단지아파트, , 012-2056-3155, OK - 다운로드 파일 존재, 17-001939_2005.001, , , 0627 034923, 0627 034923
582, 17-001939, 아산테크노벨리이지더원3단지아파트, , 012-2056-3155, OK - 다운로드 파일 존재, 17-001939_2005.001, , , 0627 034923, 0627 034923
584, 17-001940, 아산테크노벨리이지더원3단지아파트, , 012-2015-3178, OK - 다운로드 성공 - 대수 불일치 : 6, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001940_2005.001, 1, , 0627 035041, 0627 035626
585, 17-001940, 아산테크노벨리이지더원3단지아파트, , 012-2015-3178, OK - 다운로드 파일 존재, 17-001940_2005.001, , , 0627 035627, 0627 035627
586, 17-001940, 아산테크노벨리이지더원3단지아파트, , 012-2015-3178, OK - 다운로드 파일 존재, 17-001940_2005.001, , , 0627 035627, 0627 035628
587, 17-001940, 아산테크노벨리이지더원3단지아파트, , 012-2015-3178, OK - 다운로드 파일 존재, 17-001940_2005.001, , , 0627 035628, 0627 035628
588, 17-001940, 아산테크노벨리이지더원3단지아파트, , 012-2015-3178, OK - 다운로드 파일 존재, 17-001940_2005.001, , , 0627 035629, 0627 035629
602, 18-001980, 충남아산이지더원7단지(아산5차Ac2BL이지더, , 012-2057-4104, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-001980_2005.001, 1, , 0627 040647, 0627 041400
603, 18-001980, 충남아산이지더원7단지(아산5차Ac2BL이지더, , 012-2057-4104, OK - 다운로드 파일 존재, 18-001980_2005.001, , , 0627 041400, 0627 041401
604, 18-001980, 충남아산이지더원7단지(아산5차Ac2BL이지더, , 012-2057-4104, OK - 다운로드 파일 존재, 18-001980_2005.001, , , 0627 041401, 0627 041401
605, 18-001980, 충남아산이지더원7단지(아산5차Ac2BL이지더, , 012-2057-4104, OK - 다운로드 파일 존재, 18-001980_2005.001, , , 0627 041402, 0627 041402
606, 18-001980, 충남아산이지더원7단지(아산5차Ac2BL이지더, , 012-2057-4104, OK - 다운로드 파일 존재, 18-001980_2005.001, , , 0627 041402, 0627 041402
607, 18-001980, 충남아산이지더원7단지(아산5차Ac2BL이지더, , 012-2057-4104, OK - 다운로드 파일 존재, 18-001980_2005.001, , , 0627 041403, 0627 041403
608, 18-001980, 충남아산이지더원7단지(아산5차Ac2BL이지더, , 012-2057-4104, OK - 다운로드 파일 존재, 18-001980_2005.001, , , 0627 041403, 0627 041403
609, 18-001980, 충남아산이지더원7단지(아산5차Ac2BL이지더, , 012-2057-4104, OK - 다운로드 파일 존재, 18-001980_2005.001, , , 0627 041404, 0627 041404
610, 16-000420, 주월동무등파크아파트, , 012-2074-2465, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-000420_2005.001, 1, , 0627 041404, 0627 041622
611, 16-000610, 광주첨단한양수자인리버뷰, , 012-2048-6016, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-000610_2005.001, 1, , 0627 041623, 0627 042519
612, 19-003447, 광주푸른빌두산위브2차아파트, , 012-2016-5077, OK - 다운로드 성공 - 대수 불일치 : 6, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-003447_2005.001, 1, , 0627 042520, 0627 043200
613, 19-003447, 광주푸른빌두산위브2차아파트, , 012-2016-5077, OK - 다운로드 파일 존재, 19-003447_2005.001, , , 0627 043201, 0627 043201
614, 19-003447, 광주푸른빌두산위브2차아파트, , 012-2016-5077, OK - 다운로드 파일 존재, 19-003447_2005.001, , , 0627 043201, 0627 043202
615, 19-003448, 광주푸른빌두산위브2차아파트, , 012-2016-5083, OK - 다운로드 성공 - 대수 불일치 : 5, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-003448_2005.001, 1, , 0627 043202, 0627 043750
616, 19-003448, 광주푸른빌두산위브2차아파트, , 012-2016-5083, OK - 다운로드 파일 존재, 19-003448_2005.001, , , 0627 043751, 0627 043751
626, 18-001247, 파장동타임캐슬, , 012-2046-2164, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-001247_2005.001, 1, , 0627 044500, 0627 044612
627, 18-003155, 세류동675-4, , 012-2498-5684, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-003155_2005.001, 1, , 0627 044612, 0627 044726
629, 14-140121, 금곡동비즈웍스, , 012-2070-1128, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-140121_2005.001, 1, , 0627 044814, 0627 045030
630, 14-140122, 금곡동비즈웍스, , 012-2070-1129, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-140122_2005.001, 1, , 0627 045031, 0627 045159
631, 19-000440, 천천동푸르지오아파트가온유치원, , 012-2013-0411, OK - 다운로드 성공 - RMSID 불일치 (8), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-000440(19-000441)_2005.001, 1, , 0627 045159, 0627 045954
632, 19-000440, 천천동푸르지오아파트가온유치원, , 012-2013-0411, OK - 다운로드 파일 존재, 19-000440(19-000441)_2005.001, , , 0627 045955, 0627 045955
633, 19-000440, 천천동푸르지오아파트가온유치원, , 012-2013-0411, OK - 다운로드 파일 존재, 19-000440(19-000441)_2005.001, , , 0627 045955, 0627 045955
634, 19-000440, 천천동푸르지오아파트가온유치원, , 012-2013-0411, OK - 다운로드 파일 존재, 19-000440(19-000441)_2005.001, , , 0627 045956, 0627 045956
635, 19-000440, 천천동푸르지오아파트가온유치원, , 012-2013-0411, OK - 다운로드 파일 존재, 19-000440(19-000441)_2005.001, , , 0627 045956, 0627 045956
636, 19-000440, 천천동푸르지오아파트가온유치원, , 012-2013-0411, OK - 다운로드 파일 존재, 19-000440(19-000441)_2005.001, , , 0627 045957, 0627 045957
637, 19-000440, 천천동푸르지오아파트가온유치원, , 012-2013-0411, OK - 다운로드 파일 존재, 19-000440(19-000441)_2005.001, , , 0627 045957, 0627 045957
638, 19-000440, 천천동푸르지오아파트가온유치원, , 012-2013-0411, OK - 다운로드 파일 존재, 19-000440(19-000441)_2005.001, , , 0627 045958, 0627 045958
640, 14-063711, (문현동퀸즈W1차아파트)도시형생활주택&오, , 012-2014-4972, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-063711(14-063811)_2005.001, 1, , 0627 050046, 0627 050203
646, 14-132511, 범일동오케이그린빌라(OK그린빌), , 012-2059-2421, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-132511_2005.001, 1, , 0627 050609, 0627 051529
647, 15-000841, (다움빌라2동)감만동3-507다세대주택, , 012-2009-9269, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-000841_2005.001, 1, , 0627 051529, 0627 051649
650, 15-002059, 부산대연동벽산e-솔렌스힐, , 012-2067-0614, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-002059_2005.001, 1, , 0627 051825, 0627 052100
651, 15-002059, 부산대연동벽산e-솔렌스힐, , 012-2067-0614, OK - 다운로드 파일 존재, 15-002059_2005.001, , , 0627 052100, 0627 052100
652, 15-000845, 성우펠리체리움, , 012-2040-0285, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-000845(18-002178)_2005.001, 1, , 0627 052101, 0627 052220
655, 15-002974, 신화빌리지/당감동빌라, , 012-2095-3135, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-002974_2005.001, 1, , 0627 052356, 0627 052500
657, 16-500031, 연지동삼산프리빌리지, , 012-2421-3992, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-500031_2005.001, 1, , 0627 052644, 0627 052759
658, 15-500051, 전포동정우빌딩(전포동대우사옥), , 012-2084-2767, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-500051_2005.001, 1, , 0627 052800, 0627 052907
660, 16-500033, 청학동파랑새노인건강센타, , 012-2421-3995, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-500033_2005.001, 1, , 0627 052956, 0627 053102
661, 16-500032, 청학동파랑새노인건강센타, , 012-2421-3994, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-500032_2005.001, 1, , 0627 053102, 0627 053208
664, 17-003363, 그린메디컬센터, , 012-2007-5080, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-003363_2005.001, 1, , 0627 053342, 0627 053454
666, 19-000697, 부산KLCSM사옥/케이엘씨에스엠사옥, , 012-2016-4154, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-000697_2005.001, 1, , 0627 053540, 0627 053745
668, 17-003642, 수영동508-11번지다가구주택, , 012-2405-3652, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-003642(18-003760)_2005.001, 1, , 0627 053833, 0627 053950
674, 14-105711, 사직동원룸/남쪽나라, , 012-2051-0793, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-105711_2005.001, 1, , 0627 054349, 0627 054457
680, 19-002801, 활초리4-4, , 012-2068-6576, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-002801(19-002807)_2005.001, 1, , 0627 054856, 0627 055005
681, 20-000502, 정왕동 신화콘텍, , 012-2055-3090, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\20-000502_2005.001, 1, , 0627 055006, 0627 055114
683, 20-200504, 조암리360-62, , 012-2051-2854, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\20-200504_2005.001, 1, , 0627 055203, 0627 055316
684, 20-300505, 조암리186-1빌라, , 012-2046-5052, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\20-300505_2005.001, 1, , 0627 055316, 0627 055430
685, 14-116811, 경화동1136-31다가구주택, , 012-2058-1454, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-116811_2005.001, 1, , 0627 055431, 0627 055540
687, 16-001935, 해운동5-83근린생활, , 012-2428-3391, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-001935_2005.001, 1, , 0627 055628, 0627 055747
688, 17-004344, 진해W타워, , 012-2007-0475, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-004344_2005.001, 1, , 0627 055748, 0627 055903
689, 19-001587, 마산메트로시티아파트(한림&태영), , 012-2004-4896, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-001587_2005.001, 1, , 0627 055904, 0627 060757
690, 19-001587, 마산메트로시티아파트(한림&태영), , 012-2004-4896, OK - 다운로드 파일 존재, 19-001587_2005.001, , , 0627 060757, 0627 060757
691, 19-001587, 마산메트로시티아파트(한림&태영), , 012-2004-4896, OK - 다운로드 파일 존재, 19-001587_2005.001, , , 0627 060758, 0627 060758
692, 19-001587, 마산메트로시티아파트(한림&태영), , 012-2004-4896, OK - 다운로드 파일 존재, 19-001587_2005.001, , , 0627 060758, 0627 060758
693, 19-001587, 마산메트로시티아파트(한림&태영), , 012-2004-4896, OK - 다운로드 파일 존재, 19-001587_2005.001, , , 0627 060759, 0627 060759
694, 19-001587, 마산메트로시티아파트(한림&태영), , 012-2004-4896, OK - 다운로드 파일 존재, 19-001587_2005.001, , , 0627 060800, 0627 060800
695, 19-001587, 마산메트로시티아파트(한림&태영), , 012-2004-4896, OK - 다운로드 파일 존재, 19-001587_2005.001, , , 0627 060800, 0627 060800
696, 19-001587, 마산메트로시티아파트(한림&태영), , 012-2004-4896, OK - 다운로드 파일 존재, 19-001587_2005.001, , , 0627 060801, 0627 060801
697, 19-001590, 마산메트로시티아파트(한림&태영), , 012-2004-6779, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-001590_2005.001, 1, , 0627 060801, 0627 061707
698, 19-001590, 마산메트로시티아파트(한림&태영), , 012-2004-6779, OK - 다운로드 파일 존재, 19-001590_2005.001, , , 0627 061707, 0627 061707
699, 19-001590, 마산메트로시티아파트(한림&태영), , 012-2004-6779, OK - 다운로드 파일 존재, 19-001590_2005.001, , , 0627 061708, 0627 061708
700, 19-001590, 마산메트로시티아파트(한림&태영), , 012-2004-6779, OK - 다운로드 파일 존재, 19-001590_2005.001, , , 0627 061709, 0627 061709
701, 19-001590, 마산메트로시티아파트(한림&태영), , 012-2004-6779, OK - 다운로드 파일 존재, 19-001590_2005.001, , , 0627 061709, 0627 061709
702, 19-001590, 마산메트로시티아파트(한림&태영), , 012-2004-6779, OK - 다운로드 파일 존재, 19-001590_2005.001, , , 0627 061710, 0627 061710
703, 19-001590, 마산메트로시티아파트(한림&태영), , 012-2004-6779, OK - 다운로드 파일 존재, 19-001590_2005.001, , , 0627 061710, 0627 061710
704, 19-001590, 마산메트로시티아파트(한림&태영), , 012-2004-6779, OK - 다운로드 파일 존재, 19-001590_2005.001, , , 0627 061711, 0627 061711
705, 19-001591, 마산메트로시티아파트(한림&태영), , 012-2004-7293, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-001591_2005.001, 1, , 0627 061712, 0627 062603
706, 19-001591, 마산메트로시티아파트(한림&태영), , 012-2004-7293, OK - 다운로드 파일 존재, 19-001591_2005.001, , , 0627 062604, 0627 062604
707, 19-001591, 마산메트로시티아파트(한림&태영), , 012-2004-7293, OK - 다운로드 파일 존재, 19-001591_2005.001, , , 0627 062605, 0627 062605
708, 19-001591, 마산메트로시티아파트(한림&태영), , 012-2004-7293, OK - 다운로드 파일 존재, 19-001591_2005.001, , , 0627 062605, 0627 062605
709, 19-001591, 마산메트로시티아파트(한림&태영), , 012-2004-7293, OK - 다운로드 파일 존재, 19-001591_2005.001, , , 0627 062606, 0627 062606
710, 19-001591, 마산메트로시티아파트(한림&태영), , 012-2004-7293, OK - 다운로드 파일 존재, 19-001591_2005.001, , , 0627 062606, 0627 062606
711, 19-001591, 마산메트로시티아파트(한림&태영), , 012-2004-7293, OK - 다운로드 파일 존재, 19-001591_2005.001, , , 0627 062607, 0627 062607
712, 19-001591, 마산메트로시티아파트(한림&태영), , 012-2004-7293, OK - 다운로드 파일 존재, 19-001591_2005.001, , , 0627 062608, 0627 062608
713, 19-003187, 해금싸이언스, , 012-2009-5203, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-003187_2005.001, 1, , 0627 062608, 0627 062728
714, 19-003622, 송파동14-8, , 012-2016-1508, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-003622(14-019811)_2005.001, 1, , 0627 062728, 0627 062840
716, 15-000005, 서울아산병원기숙사및연구동, , 012-2053-3664, OK - 다운로드 성공 - 대수 불일치 : 4, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-000005_2005.001, 1, , 0627 062929, 0627 063338
717, 15-000005, 서울아산병원기숙사및연구동, , 012-2053-3664, OK - 다운로드 파일 존재, 15-000005_2005.001, , , 0627 063338, 0627 063338
718, 15-000005, 서울아산병원기숙사및연구동, , 012-2053-3664, OK - 다운로드 파일 존재, 15-000005_2005.001, , , 0627 063339, 0627 063339
720, 19-002764, 가락동132-8근생및 다세대, , 012-2079-0890, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-002764_2005.001, 1, , 0627 063427, 0627 063534
721, 19-003030, 가락동187-14.15다세대(현진빌리지), , 012-2059-8437, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-003030_2005.001, 1, , 0627 063535, 0627 063641
727, 20-000212, 풍납동338-18다세대주택, , 012-2017-8320, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\20-000212(15-002876)_2005.001, 1, , 0627 064050, 0627 064200
729, 16-000266, 위례2110-6빌라, , 012-2059-4721, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-000266_2005.001, 1, , 0627 064248, 0627 064358
736, 15-001964, 송파 래미안 파인탑, , 012-2084-2737, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001964_2005.001, 1, , 0627 064842, 0627 064958
738, 16-004053, 파트너스1(문정동업무시설)(파트너스2), , 012-2450-0144, OK - 다운로드 성공 - 대수 불일치 : 3, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-004053_2005.001, 1, , 0627 065047, 0627 065328
739, 16-004053, 파트너스1(문정동업무시설)(파트너스2), , 012-2450-0144, OK - 다운로드 파일 존재, 16-004053_2005.001, , , 0627 065329, 0627 065329
740, 16-004053, 파트너스1(문정동업무시설)(파트너스2), , 012-2450-0144, OK - 다운로드 파일 존재, 16-004053_2005.001, , , 0627 065329, 0627 065329
741, 16-004054, 파트너스1(문정동업무시설)(파트너스2), , 01224500145, OK - 다운로드 성공 - 대수 불일치 : 3, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-004054_2005.001, 1, , 0627 065330, 0627 065648
742, 16-004054, 파트너스1(문정동업무시설)(파트너스2), , 01224500145, OK - 다운로드 파일 존재, 16-004054_2005.001, , , 0627 065649, 0627 065649
743, 16-004054, 파트너스1(문정동업무시설)(파트너스2), , 01224500145, OK - 다운로드 파일 존재, 16-004054_2005.001, , , 0627 065649, 0627 065649
744, 19-003295, 가락동12-16공동주택, , 012-2072-0461, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-003295(17-000797)_2005.001, 1, , 0627 065650, 0627 065801
748, 20-000512, 정야홈타운A, , 012-2404-5734, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\20-000512(17-000796)_2005.001, 1, , 0627 070025, 0627 070131
749, 19-003494, 풍납동492, , 012-2428-5982, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-003494(17-001892)_2005.001, 1, , 0627 070132, 0627 070236
752, 18-000260, 문정동25-1, , 012-2476-1526, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-000260_2005.001, 1, , 0627 070412, 0627 070515
753, 18-003349, 방이동172-4, , 012-2055-0771, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-003349_2005.001, 1, , 0627 070516, 0627 070625
755, 19-003429, 성내동543-12다세대, , 01220428643, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-003429(18-003772)_2005.001, 1, , 0627 070805, 0627 070917
756, 19-000495, 방이동168-15.16, , 012-2045-6260, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-000495(19-002013)_2005.001, 1, , 0627 070918, 0627 071034
758, 16-000036, 신현리135-21.50(햇빛마을9동), , 012-2096-1560, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-000036_2005.001, 1, , 0627 071123, 0627 071254
761, 16-001552, 신현리823-1.5근생(더베일리하우스101동.10, , 012-2425-1579, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-001552_2005.001, 1, , 0627 071430, 0627 071542
763, 16-003479, 신현리빌라(E.F동)(아이브하우스), , 012-2082-2470, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-003479(16-003480)_2005.001, 1, , 0627 071630, 0627 071747
764, 17-000283, D33신현리679근생BI(진승무역), , 012-2462-5704, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-000283_2005.001, 1, , 0627 071748, 0627 071905
765, 17-002028, 브리즈힐(신현리830-4), , 012-2081-3197, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-002028_2005.001, 1, , 0627 071905, 0627 072145
766, 17-003739, 동림리107-4, , 012-2072-0619, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-003739(15-001525)_2005.001, 1, , 0627 072145, 0627 072305
769, 18-000736, 아델리오빌1동(신현리500-12), , 012-2440-0881, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-000736_2005.001, 1, , 0627 072542, 0627 072700
770, 18-000734, 동서노블레스103동(신현리314-33), , 012-2433-1399, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-000734_2005.001, 1, , 0627 072701, 0627 072816
775, 14-003932, 대전탄방동우리병원, , 012-2011-1149, OK - 다운로드 성공 - 대수 불일치 : 3, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-003932_2005.001, 1, , 0627 073050, 0627 073357
776, 14-003932, 대전탄방동우리병원, , 012-2011-1149, OK - 다운로드 파일 존재, 14-003932_2005.001, , , 0627 073358, 0627 073358
778, 15-000312, 리더스프라자비(B), , 012-2059-7223, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-000312_2005.001, 1, , 0627 073446, 0627 073639
779, 15-000312, 리더스프라자비(B), , 012-2059-7223, OK - 다운로드 파일 존재, 15-000312_2005.001, , , 0627 073639, 0627 073639
780, 15-000898, 원신흥동570-5다가구(신원제), , 012-2040-0350, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-000898_2005.001, 1, , 0627 073640, 0627 073745
783, 15-001392, 도안18단지린풀하우스아파트, , 012-2044-3769, OK - 다운로드 성공 - RMSID 불일치 (8), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001392(15-001393)_2005.001, 1, , 0627 073915, 0627 074854
784, 15-001392, 도안18단지린풀하우스아파트, , 012-2044-3769, OK - 다운로드 파일 존재, 15-001392(15-001393)_2005.001, , , 0627 074854, 0627 074854
785, 15-001392, 도안18단지린풀하우스아파트, , 012-2044-3769, OK - 다운로드 파일 존재, 15-001392(15-001393)_2005.001, , , 0627 074855, 0627 074855
786, 15-001392, 도안18단지린풀하우스아파트, , 012-2044-3769, OK - 다운로드 파일 존재, 15-001392(15-001393)_2005.001, , , 0627 074855, 0627 074855
787, 15-001392, 도안18단지린풀하우스아파트, , 012-2044-3769, OK - 다운로드 파일 존재, 15-001392(15-001393)_2005.001, , , 0627 074856, 0627 074856
788, 15-001392, 도안18단지린풀하우스아파트, , 012-2044-3769, OK - 다운로드 파일 존재, 15-001392(15-001393)_2005.001, , , 0627 074857, 0627 074857
794, 16-002641, 대전둔산수정타운APT, , 012-2434-1406, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-002641_2005.001, 1, , 0627 075443, 0627 080107
795, 16-002641, 대전둔산수정타운APT, , 012-2434-1406, OK - 다운로드 파일 존재, 16-002641_2005.001, , , 0627 080108, 0627 080108
796, 16-002641, 대전둔산수정타운APT, , 012-2434-1406, OK - 다운로드 파일 존재, 16-002641_2005.001, , , 0627 080108, 0627 080108
797, 16-002641, 대전둔산수정타운APT, , 012-2434-1406, OK - 다운로드 파일 존재, 16-002641_2005.001, , , 0627 080109, 0627 080109
798, 16-002641, 대전둔산수정타운APT, , 012-2434-1406, OK - 다운로드 파일 존재, 16-002641_2005.001, , , 0627 080109, 0627 080109
799, 16-002646, 대전둔산수정타운APT, , 012-2434-1415, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-002646_2005.001, 1, , 0627 080110, 0627 080808
800, 16-002646, 대전둔산수정타운APT, , 012-2434-1415, OK - 다운로드 파일 존재, 16-002646_2005.001, , , 0627 080808, 0627 080808
801, 16-002646, 대전둔산수정타운APT, , 012-2434-1415, OK - 다운로드 파일 존재, 16-002646_2005.001, , , 0627 080809, 0627 080809
802, 16-002876, 원신흥동558-8근생(예성클리닉), , 012-2053-8186, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-002876_2005.001, 1, , 0627 080809, 0627 080928
803, 16-003665, 대전도안양우내안애(도안19블럭), , 012-2449-2431, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-003665_2005.001, 1, , 0627 080929, 0627 081601
804, 16-003667, 대전도안양우내안애(도안19블럭), , 012-2449-2436, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-003667_2005.001, 1, , 0627 081602, 0627 081807
